Entity,Code,Year,Primary energy consumption per GDP (kWh/$),Primary energy consumption per GDP (kWh/$)_mean,Normalized
Afghanistan,AFG,2011,0.7876996,0.7163708138461539,1.0995696429491397
Afghanistan,AFG,2012,0.6818223,0.7163708138461539,0.9517728623522993
Afghanistan,AFG,2013,0.5311434,0.7163708138461539,0.7414364037925018
Afghanistan,AFG,2014,0.44161993,0.7163708138461539,0.6164683449748153
Afghanistan,AFG,2015,0.52153295,0.7163708138461539,0.7280209354146067
Afghanistan,AFG,2016,0.46477473,0.7163708138461539,0.6487907114817411
Afghanistan,AFG,2017,0.42993903,0.7163708138461539,0.600162683473496
Afghanistan,AFG,2018,0.501632,0.7163708138461539,0.7002406997945191
Albania,ALB,1980,4.779512,2.3570684461538463,2.027735769743549
Albania,ALB,1981,4.633807,2.3570684461538463,1.9659195758872547
Albania,ALB,1982,4.5378914,2.3570684461538463,1.9252268246196749
Albania,ALB,1983,4.596843,2.3570684461538463,1.9502373838574407
Albania,ALB,1984,4.507273,2.3570684461538463,1.9122367903039712
Albania,ALB,1985,4.382778,2.3570684461538463,1.859419062332115
Albania,ALB,1986,4.1707764,2.3570684461538463,1.769476150260158
Albania,ALB,1987,4.078187,2.3570684461538463,1.7301945586920031
Albania,ALB,1988,4.0181684,2.3570684461538463,1.7047313184972033
Albania,ALB,1989,3.7244287,2.3570684461538463,1.5801105420071055
Albania,ALB,1990,2.599493,2.3570684461538463,1.1028500272199269
Albania,ALB,1991,3.0108955,2.3570684461538463,1.2773899310870833
Albania,ALB,1992,2.8212802,2.3570684461538463,1.1969445370174263
Albania,ALB,1993,2.2455006,2.3570684461538463,0.9526666922482047
Albania,ALB,1994,1.9410115,2.3570684461538463,0.8234854202758733
Albania,ALB,1995,1.9591492,2.3570684461538463,0.831180445012892
Albania,ALB,1996,1.9651692,2.3570684461538463,0.8337344650328975
Albania,ALB,1997,2.0044663,2.3570684461538463,0.8504064883099997
Albania,ALB,1998,1.970995,2.3570684461538463,0.8362060945731878
Albania,ALB,1999,1.5626243,2.3570684461538463,0.6629524494928507
Albania,ALB,2000,1.8884852,2.3570684461538463,0.801200831940855
Albania,ALB,2001,1.6441319,2.3570684461538463,0.6975325229451089
Albania,ALB,2002,1.6944705,2.3570684461538463,0.7188889668286712
Albania,ALB,2003,1.8017455,2.3570684461538463,0.7644010096270237
Albania,ALB,2004,1.8116575,2.3570684461538463,0.7686062332878698
Albania,ALB,2005,1.6848816,2.3570684461538463,0.7148208202223871
Albania,ALB,2006,1.4901003,2.3570684461538463,0.6321837206006791
Albania,ALB,2007,1.2036929,2.3570684461538463,0.5106737150395991
Albania,ALB,2008,1.2164241,2.3570684461538463,0.5160750007005116
Albania,ALB,2009,1.2758282,2.3570684461538463,0.5412775356955954
Albania,ALB,2010,1.3066272,2.3570684461538463,0.5543441906118989
Albania,ALB,2011,1.106598,2.3570684461538463,0.46948063888670466
Albania,ALB,2012,1.0677371,2.3570684461538463,0.45299367599709855
Albania,ALB,2013,1.3267567,2.3570684461538463,0.5628842480857692
Albania,ALB,2014,1.1477314,2.3570684461538463,0.486931723121072
Albania,ALB,2015,1.1195236,2.3570684461538463,0.4749643998784957
Albania,ALB,2016,1.2650826,2.3570684461538463,0.5367186523854673
Albania,ALB,2017,1.12803,2.3570684461538463,0.47857328956257783
Albania,ALB,2018,1.2359154,2.3570684461538463,0.524344298111796
Algeria,DZA,1965,0.69633406,1.4980879451851852,0.46481520810443683
Algeria,DZA,1966,0.87916917,1.4980879451851852,0.5868608534135973
Algeria,DZA,1967,0.76149297,1.4980879451851852,0.5083099242921073
Algeria,DZA,1968,0.73254794,1.4980879451851852,0.4889886086824139
Algeria,DZA,1969,0.7389528,1.4980879451851852,0.4932639651597055
Algeria,DZA,1970,0.7359777,1.4980879451851852,0.491278033686482
Algeria,DZA,1971,0.8694045,1.4980879451851852,0.5803427647851002
Algeria,DZA,1972,0.8074641,1.4980879451851852,0.5389964605183348
Algeria,DZA,1973,0.9326213,1.4980879451851852,0.6225410884570696
Algeria,DZA,1974,0.9724495,1.4980879451851852,0.6491271110787766
Algeria,DZA,1975,1.0845491,1.4980879451851852,0.7239555618117828
Algeria,DZA,1976,1.1873028,1.4980879451851852,0.7925454602421438
Algeria,DZA,1977,1.1958504,1.4980879451851852,0.798251133281882
Algeria,DZA,1978,1.3320358,1.4980879451851852,0.8891572783034052
Algeria,DZA,1979,1.6014444,1.4980879451851852,1.0689922478496672
Algeria,DZA,1980,1.8748925,1.4980879451851852,1.2515236545530286
Algeria,DZA,1981,2.2216086,1.4980879451851852,1.482962737361442
Algeria,DZA,1982,2.4071338,1.4980879451851852,1.6068040649659214
Algeria,DZA,1983,2.498992,1.4980879451851852,1.6681210258928347
Algeria,DZA,1984,2.2743096,1.4980879451851852,1.5181415799450029
Algeria,DZA,1985,2.1791906,1.4980879451851852,1.4546479777798498
Algeria,DZA,1986,2.3290148,1.4980879451851852,1.5546582612091577
Algeria,DZA,1987,2.4101179,1.4980879451851852,1.6087960040971259
Algeria,DZA,1988,2.6369996,1.4980879451851852,1.7602435214002268
Algeria,DZA,1989,2.4804792,1.4980879451851852,1.6557634069296092
Algeria,DZA,1990,2.6728208,1.4980879451851852,1.784154801185321
Algeria,DZA,1991,2.5770588,1.4980879451851852,1.7202319852333092
Algeria,DZA,1992,2.5021112,1.4980879451851852,1.6702031466455083
Algeria,DZA,1993,2.2874167,1.4980879451851852,1.5268907992696268
Algeria,DZA,1994,2.2484462,1.4980879451851852,1.5008773064535006
Algeria,DZA,1995,2.1588051,1.4980879451851852,1.441040298694307
Algeria,DZA,1996,1.9793494,1.4980879451851852,1.3212504688803994
Algeria,DZA,1997,1.8091089,1.4980879451851852,1.207611946824903
Algeria,DZA,1998,1.7134035,1.4980879451851852,1.1437269123664158
Algeria,DZA,1999,1.6121466,1.4980879451851852,1.0761361542100358
Algeria,DZA,2000,1.4382145,1.4980879451851852,0.9600334243542799
Algeria,DZA,2001,1.3911581,1.4980879451851852,0.9286224513528362
Algeria,DZA,2002,1.3121508,1.4980879451851852,0.8758836917533565
Algeria,DZA,2003,1.2315814,1.4980879451851852,0.8221022029836565
Algeria,DZA,2004,1.1786014,1.4980879451851852,0.7867371230026873
Algeria,DZA,2005,1.1205951,1.4980879451851852,0.7480168995428893
Algeria,DZA,2006,1.0969458,1.4980879451851852,0.7322305766664465
Algeria,DZA,2007,1.0752681,1.4980879451851852,0.7177603313983555
Algeria,DZA,2008,1.0705112,1.4980879451851852,0.7145850171484222
Algeria,DZA,2009,1.0731902,1.4980879451851852,0.7163732966740736
Algeria,DZA,2010,0.9740163,1.4980879451851852,0.6501729775814981
Algeria,DZA,2011,0.9635991,1.4980879451851852,0.6432193137238584
Algeria,DZA,2012,1.0195783,1.4980879451851852,0.680586412351089
Algeria,DZA,2013,1.0490129,1.4980879451851852,0.7002345245294173
Algeria,DZA,2014,1.1022102,1.4980879451851852,0.735744656074748
Algeria,DZA,2015,1.1196675,1.4980879451851852,0.7473977102603232
Algeria,DZA,2016,1.0736035,1.4980879451851852,0.7166491816789081
Algeria,DZA,2017,1.0715042,1.4980879451851852,0.7152478620789827
Algeria,DZA,2018,1.1343381,1.4980879451851852,0.7571905932797419
Angola,AGO,1980,1.6558344,1.380249657179487,1.199662967773283
Angola,AGO,1981,1.6757332,1.380249657179487,1.2140797799032443
Angola,AGO,1982,1.8844619,1.380249657179487,1.3653051027383414
Angola,AGO,1983,2.083437,1.380249657179487,1.5094638779026848
Angola,AGO,1984,1.8733537,1.380249657179487,1.357257138413757
Angola,AGO,1985,2.2949479,1.380249657179487,1.6627049230279691
Angola,AGO,1986,2.4913905,1.380249657179487,1.8050288852026286
Angola,AGO,1987,2.308001,1.380249657179487,1.6721619802582341
Angola,AGO,1988,2.0813792,1.380249657179487,1.5079729882007415
Angola,AGO,1989,1.9816961,1.380249657179487,1.435751923350995
Angola,AGO,1990,2.031873,1.380249657179487,1.472105419067513
Angola,AGO,1991,1.9815134,1.380249657179487,1.4356195559933582
Angola,AGO,1992,2.0070336,1.380249657179487,1.4541091095804608
Angola,AGO,1993,2.4396415,1.380249657179487,1.767536392644617
Angola,AGO,1994,2.208812,1.380249657179487,1.6002988941244614
Angola,AGO,1995,1.93975,1.380249657179487,1.4053616966396072
Angola,AGO,1996,1.5489566,1.380249657179487,1.1222292952169697
Angola,AGO,1997,1.5314854,1.380249657179487,1.1095712953333097
Angola,AGO,1998,1.2445451,1.380249657179487,0.9016811513238868
Angola,AGO,1999,1.2844524,1.380249657179487,0.93059425395892
Angola,AGO,2000,1.3800625,1.380249657179487,0.9998644033863631
Angola,AGO,2001,1.3543822,1.380249657179487,0.9812588562910085
Angola,AGO,2002,1.1961395,1.380249657179487,0.8666109741655632
Angola,AGO,2003,1.1877049,1.380249657179487,0.8605000507133264
Angola,AGO,2004,1.1154747,1.380249657179487,0.808168793375722
Angola,AGO,2005,0.75489247,1.380249657179487,0.546924584312238
Angola,AGO,2006,0.74103373,1.380249657179487,0.5368838355767375
Angola,AGO,2007,0.65286237,1.380249657179487,0.47300310244895216
Angola,AGO,2008,0.631081,1.380249657179487,0.45722235591030796
Angola,AGO,2009,0.657938,1.380249657179487,0.4766804299335841
Angola,AGO,2010,0.6550446,1.380249657179487,0.47458414250837105
Angola,AGO,2011,0.62074804,1.380249657179487,0.44973605809001704
Angola,AGO,2012,0.61091083,1.380249657179487,0.44260893442160615
Angola,AGO,2013,0.6335821,1.380249657179487,0.4590344193924399
Angola,AGO,2014,0.6591152,1.380249657179487,0.4775333191148107
Angola,AGO,2015,0.6615793,1.380249657179487,0.4793185758523746
Angola,AGO,2016,0.59860516,1.380249657179487,0.43369339516681193
Angola,AGO,2017,0.5718664,1.380249657179487,0.4143209868050956
Angola,AGO,2018,0.59841573,1.380249657179487,0.4335561518796902
Argentina,ARG,1965,1.4518319,1.3070792148148147,1.1107451511312523
Argentina,ARG,1966,1.4886891,1.3070792148148147,1.1389432890728934
Argentina,ARG,1967,1.4920428,1.3070792148148147,1.1415090861278752
Argentina,ARG,1968,1.479559,1.3070792148148147,1.1319581730244421
Argentina,ARG,1969,1.4086905,1.3070792148148147,1.077739194406501
Argentina,ARG,1970,1.2674432,1.3070792148148147,0.9696758892915068
Argentina,ARG,1971,1.281436,1.3070792148148147,0.9803812848340276
Argentina,ARG,1972,1.2582409,1.3070792148148147,0.9626355355809603
Argentina,ARG,1973,1.2391708,1.3070792148148147,0.9480456776872273
Argentina,ARG,1974,1.2101389,1.3070792148148147,0.9258343995405443
Argentina,ARG,1975,1.1922524,1.3070792148148147,0.9121500720741833
Argentina,ARG,1976,1.2549356,1.3070792148148147,0.960106767651261
Argentina,ARG,1977,1.236031,1.3070792148148147,0.9456435279441877
Argentina,ARG,1978,1.294788,1.3070792148148147,0.9905964269988364
Argentina,ARG,1979,1.2972057,1.3070792148148147,0.9924461236144638
Argentina,ARG,1980,1.272025,1.3070792148148147,0.9731812621473128
Argentina,ARG,1981,1.3092825,1.3070792148148147,1.0016856554371094
Argentina,ARG,1982,1.3771126,1.3070792148148147,1.0535800618596078
Argentina,ARG,1983,1.3850996,1.3070792148148147,1.0596906325958515
Argentina,ARG,1984,1.3618884,1.3070792148148147,1.0419325658031755
Argentina,ARG,1985,1.4412332,1.3070792148148147,1.1026364612524209
Argentina,ARG,1986,1.4189498,1.3070792148148147,1.0855882213696093
Argentina,ARG,1987,1.4456276,1.3070792148148147,1.1059984610074414
Argentina,ARG,1988,1.4982162,1.3070792148148147,1.1462321357564127
Argentina,ARG,1989,1.5403508,1.3070792148148147,1.1784678254701149
Argentina,ARG,1990,1.51445,1.3070792148148147,1.1586520410046957
Argentina,ARG,1991,1.386348,1.3070792148148147,1.0606457392074864
Argentina,ARG,1992,1.3423003,1.3070792148148147,1.0269464044611676
Argentina,ARG,1993,1.2991643,1.3070792148148147,0.9939445790851046
Argentina,ARG,1994,1.2872208,1.3070792148148147,0.9848070303699014
Argentina,ARG,1995,1.3609946,1.3070792148148147,1.0412487510887578
Argentina,ARG,1996,1.3427049,1.3070792148148147,1.0272559495869824
Argentina,ARG,1997,1.250653,1.3070792148148147,0.9568303021153854
Argentina,ARG,1998,1.2413741,1.3070792148148147,0.9497313444586266
Argentina,ARG,1999,1.2931528,1.3070792148148147,0.9893453934107677
Argentina,ARG,2000,1.3025196,1.3070792148148147,0.9965116002434018
Argentina,ARG,2001,1.3247205,1.3070792148148147,1.0134967222990265
Argentina,ARG,2002,1.419056,1.3070792148148147,1.0856694712271513
Argentina,ARG,2003,1.3910453,1.3070792148148147,1.0642394770213537
Argentina,ARG,2004,1.3483839,1.3070792148148147,1.031600751291143
Argentina,ARG,2005,1.3086452,1.3070792148148147,1.0011980797853994
Argentina,ARG,2006,1.2666522,1.3070792148148147,0.9690707232150866
Argentina,ARG,2007,1.2054923,1.3070792148148147,0.9222794505004752
Argentina,ARG,2008,1.1685367,1.3070792148148147,0.8940060302049534
Argentina,ARG,2009,1.2015222,1.3070792148148147,0.9192420676433373
Argentina,ARG,2010,1.126095,1.3070792148148147,0.8615353891612022
Argentina,ARG,2011,1.0874679,1.3070792148148147,0.8319831634336493
Argentina,ARG,2012,1.140562,1.3070792148148147,0.8726035783237464
Argentina,ARG,2013,1.1582583,1.3070792148148147,0.8861423905085205
Argentina,ARG,2014,1.1862949,1.3070792148148147,0.907592199886732
Argentina,ARG,2015,1.175838,1.3070792148148147,0.8995919961642043
Argentina,ARG,2016,1.1980404,1.3070792148148147,0.9165782658166872
Argentina,ARG,2017,1.1656882,1.3070792148148147,0.8918267437717255
Argentina,ARG,2018,1.1868547,1.3070792148148147,0.9080204830341152
Armenia,ARM,1992,3.6606407,1.9507943222222222,1.876487263829038
Armenia,ARM,1993,3.3419445,1.9507943222222222,1.7131198619611867
Armenia,ARM,1994,2.9234593,1.9507943222222222,1.4985994508481957
Armenia,ARM,1995,2.7364988,1.9507943222222222,1.402761310522348
Armenia,ARM,1996,3.435274,1.9507943222222222,1.7609616559098615
Armenia,ARM,1997,2.8872194,1.9507943222222222,1.4800224539873899
Armenia,ARM,1998,2.9774106,1.9507943222222222,1.5262555186280842
Armenia,ARM,1999,1.8390993,1.9507943222222222,0.942743824425844
Armenia,ARM,2000,1.9267949,1.9507943222222222,0.9876976153001699
Armenia,ARM,2001,1.7849042,1.9507943222222222,0.9149627819127284
Armenia,ARM,2002,1.5357261,1.9507943222222222,0.7872311716852843
Armenia,ARM,2003,1.5268414,1.9507943222222222,0.7826767704863515
Armenia,ARM,2004,1.478127,1.9507943222222222,0.757705198934663
Armenia,ARM,2005,1.5473715,1.9507943222222222,0.7932007400130895
Armenia,ARM,2006,1.4073342,1.9507943222222222,0.7214159811562572
Armenia,ARM,2007,1.4317046,1.9507943222222222,0.7339085334065829
Armenia,ARM,2008,1.3322512,1.9507943222222222,0.6829275566490184
Armenia,ARM,2009,1.4297172,1.9507943222222222,0.7328897689077525
Armenia,ARM,2010,1.6065549,1.9507943222222222,0.8235388434850034
Armenia,ARM,2011,1.6659055,1.9507943222222222,0.8539626556336832
Armenia,ARM,2012,1.6476015,1.9507943222222222,0.8445798110193165
Armenia,ARM,2013,1.5648191,1.9507943222222222,0.8021445839648829
Armenia,ARM,2014,1.5394063,1.9507943222222222,0.7891176852751987
Armenia,ARM,2015,1.3846287,1.9507943222222222,0.7097768761304974
Armenia,ARM,2016,1.3915869,1.9507943222222222,0.7133437308833214
Armenia,ARM,2017,1.379346,1.9507943222222222,0.7070689022862932
Armenia,ARM,2018,1.2892789,1.9507943222222222,0.6608994527579589
Australia,AUS,1965,2.3000114,2.045921338888889,1.1241934654482384
Australia,AUS,1966,2.344724,2.045921338888889,1.146047971362079
Australia,AUS,1967,2.3292372,2.045921338888889,1.1384783743762974
Australia,AUS,1968,2.3329544,2.045921338888889,1.1402952575229481
Australia,AUS,1969,2.2900732,2.045921338888889,1.1193358984386501
Australia,AUS,1970,2.349533,2.045921338888889,1.1483985016139469
Australia,AUS,1971,2.3627217,2.045921338888889,1.1548448393832975
Australia,AUS,1972,2.403107,2.045921338888889,1.1745842590923332
Australia,AUS,1973,2.4370391,2.045921338888889,1.1911695008389334
Australia,AUS,1974,2.529188,2.045921338888889,1.2362097955210567
Australia,AUS,1975,2.5039525,2.045921338888889,1.2238752548325547
Australia,AUS,1976,2.4906867,2.045921338888889,1.217391232329908
Australia,AUS,1977,2.5863757,2.045921338888889,1.2641618476908913
Australia,AUS,1978,2.5940118,2.045921338888889,1.2678942003746692
Australia,AUS,1979,2.5556076,2.045921338888889,1.249123097463715
Australia,AUS,1980,2.5144622,2.045921338888889,1.2290121580947826
Australia,AUS,1981,2.4597878,2.045921338888889,1.2022885500260123
Australia,AUS,1982,2.4401834,2.045921338888889,1.1927063634446617
Australia,AUS,1983,2.3566263,2.045921338888889,1.1518655459548852
Australia,AUS,1984,2.2891157,2.045921338888889,1.1188678941308596
Australia,AUS,1985,2.243109,2.045921338888889,1.0963808614549184
Australia,AUS,1986,2.2409353,2.045921338888889,1.095318406140199
Australia,AUS,1987,2.1980314,2.045921338888889,1.0743479518101708
Australia,AUS,1988,2.200097,2.045921338888889,1.0753575702939009
Australia,AUS,1989,2.213772,2.045921338888889,1.082041600486101
Australia,AUS,1990,2.225766,2.045921338888889,1.0879039959614392
Australia,AUS,1991,2.2240722,2.045921338888889,1.0870761048945619
Australia,AUS,1992,2.1810253,2.045921338888889,1.0660357554042055
Australia,AUS,1993,2.1245847,2.045921338888889,1.0384488687887836
Australia,AUS,1994,2.0962815,2.045921338888889,1.024614905839176
Australia,AUS,1995,2.101886,2.045921338888889,1.0273542584689521
Australia,AUS,1996,2.0679383,2.045921338888889,1.0107613917957707
Australia,AUS,1997,2.0267155,2.045921338888889,0.9906126210603389
Australia,AUS,1998,1.9648756,2.045921338888889,0.9603866789263249
Australia,AUS,1999,1.953228,2.045921338888889,0.9546935959232776
Australia,AUS,2000,1.886522,2.045921338888889,0.9220892143509992
Australia,AUS,2001,1.8432423,2.045921338888889,0.9009350774947384
Australia,AUS,2002,1.7969394,2.045921338888889,0.8783032689692227
Australia,AUS,2003,1.7585183,2.045921338888889,0.8595239057211391
Australia,AUS,2004,1.7351246,2.045921338888889,0.848089595146567
Australia,AUS,2005,1.6778806,2.045921338888889,0.8201100248122116
Australia,AUS,2006,1.6928773,2.045921338888889,0.8274400720212332
Australia,AUS,2007,1.648109,2.045921338888889,0.8055583412092788
Australia,AUS,2008,1.6258688,2.045921338888889,0.7946878353021072
Australia,AUS,2009,1.5643961,2.045921338888889,0.7646413722091591
Australia,AUS,2010,1.5178429,2.045921338888889,0.7418872227142023
Australia,AUS,2011,1.5190531,2.045921338888889,0.7424787410570616
Australia,AUS,2012,1.443495,2.045921338888889,0.7055476535495455
Australia,AUS,2013,1.4309369,2.045921338888889,0.6994095387739208
Australia,AUS,2014,1.4017868,2.045921338888889,0.6851616302908746
Australia,AUS,2015,1.3982631,2.045921338888889,0.683439325560472
Australia,AUS,2016,1.3657391,2.045921338888889,0.6675423311932969
Australia,AUS,2017,1.3290572,2.045921338888889,0.6496130495035515
Australia,AUS,2018,1.3123833,2.045921338888889,0.6414632249315787
Austria,AUT,1965,2.114098,1.6168669259259258,1.3075275188706865
Austria,AUT,1966,2.0948138,1.6168669259259258,1.2956006251413483
Austria,AUT,1967,2.0537293,1.6168669259259258,1.2701906799311253
Austria,AUT,1968,2.1024177,1.6168669259259258,1.3003034858889302
Austria,AUT,1969,2.0490966,1.6168669259259258,1.267325447223525
Austria,AUT,1970,2.1906374,1.6168669259259258,1.3548656137829618
Austria,AUT,1971,2.0753047,1.6168669259259258,1.2835346352400288
Austria,AUT,1972,2.0214088,1.6168669259259258,1.2502010942195547
Austria,AUT,1973,2.07218,1.6168669259259258,1.2816020705064095
Austria,AUT,1974,2.0037978,1.6168669259259258,1.2393090413748749
Austria,AUT,1975,1.9976834,1.6168669259259258,1.2355274067196305
Austria,AUT,1976,1.9770621,1.6168669259259258,1.2227735432634954
Austria,AUT,1977,1.893276,1.6168669259259258,1.1709535086913747
Austria,AUT,1978,1.9821854,1.6168669259259258,1.225942202302684
Austria,AUT,1979,1.9910909,1.6168669259259258,1.2314500767339085
Austria,AUT,1980,1.9379461,1.6168669259259258,1.198581076108167
Austria,AUT,1981,1.8833417,1.6168669259259258,1.1648093419447447
Austria,AUT,1982,1.7875646,1.6168669259259258,1.105573112627263
Austria,AUT,1983,1.7340229,1.6168669259259258,1.0724586372542582
Austria,AUT,1984,1.710908,1.6168669259259258,1.058162531848575
Austria,AUT,1985,1.7765783,1.6168669259259258,1.0987783048271662
Austria,AUT,1986,1.7392923,1.6168669259259258,1.075717656234427
Austria,AUT,1987,1.8055722,1.6168669259259258,1.1167104546751794
Austria,AUT,1988,1.7245951,1.6168669259259258,1.066627730672629
Austria,AUT,1989,1.6638564,1.6168669259259258,1.0290620541001942
Austria,AUT,1990,1.6115438,1.6168669259259258,0.996707752604391
Austria,AUT,1991,1.6274325,1.6168669259259258,1.00653459719205
Austria,AUT,1992,1.562645,1.6168669259259258,0.9664648184358928
Austria,AUT,1993,1.575764,1.6168669259259258,0.974578658721473
Austria,AUT,1994,1.5232668,1.6168669259259258,0.9421101858012686
Austria,AUT,1995,1.549801,1.6168669259259258,0.9585210601747454
Austria,AUT,1996,1.5093756,1.6168669259259258,0.933518755191081
Austria,AUT,1997,1.50199,1.6168669259259258,0.9289509086468946
Austria,AUT,1998,1.4677328,1.6168669259259258,0.9077635125472545
Austria,AUT,1999,1.4436287,1.6168669259259258,0.8928556066376842
Austria,AUT,2000,1.3958683,1.6168669259259258,0.863316750202329
Austria,AUT,2001,1.4206663,1.6168669259259258,0.87865381944555
Austria,AUT,2002,1.3941326,1.6168669259259258,0.8622432543121177
Austria,AUT,2003,1.3925582,1.6168669259259258,0.8612695192602374
Austria,AUT,2004,1.3755398,1.6168669259259258,0.8507439777162084
Austria,AUT,2005,1.3656738,1.6168669259259258,0.8446420531596465
Austria,AUT,2006,1.3023688,1.6168669259259258,0.8054891711352045
Austria,AUT,2007,1.2250149,1.6168669259259258,0.7576473241905636
Austria,AUT,2008,1.2249066,1.6168669259259258,0.7575803427969415
Austria,AUT,2009,1.2284254,1.6168669259259258,0.7597566505335753
Austria,AUT,2010,1.2396665,1.6168669259259258,0.7667090470603104
Austria,AUT,2011,1.1321325,1.6168669259259258,0.7002014091862665
Austria,AUT,2012,1.1761189,1.6168669259259258,0.7274061217663141
Austria,AUT,2013,1.1651666,1.6168669259259258,0.7206323422892381
Austria,AUT,2014,1.110966,1.6168669259259258,0.6871103503856921
Austria,AUT,2015,1.0998818,1.6168669259259258,0.6802549933848973
Austria,AUT,2016,1.1201621,1.6168669259259258,0.6927979551307356
Austria,AUT,2017,1.1177965,1.6168669259259258,0.6913348786325598
Austria,AUT,2018,1.0681287,1.6168669259259258,0.6606163332757383
Azerbaijan,AZE,1985,4.108828,3.1340678411764706,1.3110207590329706
Azerbaijan,AZE,1986,4.3068933,3.1340678411764706,1.3742182742232127
Azerbaijan,AZE,1987,3.962754,3.1340678411764706,1.264412323159047
Azerbaijan,AZE,1988,3.7683017,3.1340678411764706,1.2023676228353275
Azerbaijan,AZE,1989,4.1812096,3.1340678411764706,1.3341158557788118
Azerbaijan,AZE,1990,4.894304,3.1340678411764706,1.5616458379416476
Azerbaijan,AZE,1991,4.6858892,3.1340678411764706,1.4951460649431905
Azerbaijan,AZE,1992,5.129619,3.1340678411764706,1.6367287691112764
Azerbaijan,AZE,1993,5.7248564,3.1340678411764706,1.8266536303984395
Azerbaijan,AZE,1994,6.4789915,3.1340678411764706,2.067278638604041
Azerbaijan,AZE,1995,6.927983,3.1340678411764706,2.210540215172676
Azerbaijan,AZE,1996,5.4831657,3.1340678411764706,1.7495363782367013
Azerbaijan,AZE,1997,4.77191,3.1340678411764706,1.5225930776944234
Azerbaijan,AZE,1998,4.4705977,3.1340678411764706,1.4264521148086637
Azerbaijan,AZE,1999,3.9610994,3.1340678411764706,1.263884383087597
Azerbaijan,AZE,2000,3.8549862,3.1340678411764706,1.2300264050930403
Azerbaijan,AZE,2001,3.451435,3.1340678411764706,1.1012636531519355
Azerbaijan,AZE,2002,3.1172078,3.1340678411764706,0.9946203968673053
Azerbaijan,AZE,2003,3.023363,3.1340678411764706,0.9646769480475208
Azerbaijan,AZE,2004,3.0713565,3.1340678411764706,0.9799904327683825
Azerbaijan,AZE,2005,2.6060524,3.1340678411764706,0.8315239273894391
Azerbaijan,AZE,2006,1.8855367,3.1340678411764706,0.6016260003140853
Azerbaijan,AZE,2007,1.3740702,3.1340678411764706,0.4384302668713769
Azerbaijan,AZE,2008,1.2376583,3.1340678411764706,0.3949047572420788
Azerbaijan,AZE,2009,0.9620395,3.1340678411764706,0.30696192576318587
Azerbaijan,AZE,2010,0.89358765,3.1340678411764706,0.2851207106175991
Azerbaijan,AZE,2011,1.0042307,3.1340678411764706,0.32042404660360846
Azerbaijan,AZE,2012,1.0135674,3.1340678411764706,0.3234031461231948
Azerbaijan,AZE,2013,0.98011845,3.1340678411764706,0.31273045118004905
Azerbaijan,AZE,2014,0.9696155,3.1340678411764706,0.3093792314451063
Azerbaijan,AZE,2015,1.0488275,3.1340678411764706,0.3346537321943515
Azerbaijan,AZE,2016,1.0803279,3.1340678411764706,0.34470469522269975
